Type,Country,Year,Value,Unit
total-energy,India,2012,743.8754438690286,Mtep
total-energy,India,2013,769.9349919387654,Mtep
total-energy,India,2014,829.2219020025332,Mtep
total-energy,India,2015,861.8359646385177,Mtep
total-energy,India,2016,898.3529481152041,Mtep
total-energy,India,2017,946.322751533268,Mtep
total-energy,India,2018,984.6743327095542,Mtep
total-energy,India,2019,988.4688676034165,Mtep
total-energy,India,2020,941.5970450357494,Mtep
total-energy,India,2021,1011.6121170629026,Mtep
total-energy,India,2022,1087.976960851171,Mtep
total-energy,India,2023,1159.060718595023,Mtep
total-energy,India,2024,1212.7182287053145,Mtep
total-energy,Indonesia,1990,103.07889019407264,Mtep
total-energy,Indonesia,1991,108.79004382311541,Mtep
total-energy,Indonesia,1992,118.32883186149083,Mtep
total-energy,Indonesia,1993,123.73868705940747,Mtep
total-energy,Indonesia,1994,126.20188349203448,Mtep
total-energy,Indonesia,1995,128.62132166550893,Mtep
total-energy,Indonesia,1996,140.16489735949477,Mtep
total-energy,Indonesia,1997,148.47887100811204,Mtep
total-energy,Indonesia,1998,146.61016795380203,Mtep
total-energy,Indonesia,1999,154.2627729803643,Mtep
total-energy,Indonesia,2000,156.35717633579605,Mtep
total-energy,Indonesia,2001,162.5396991297315,Mtep
total-energy,Indonesia,2002,163.36063559701932,Mtep
total-energy,Indonesia,2003,167.59256117230092,Mtep
total-energy,Indonesia,2004,174.12338254329728,Mtep
total-energy,Indonesia,2005,178.37690340314583,Mtep
total-energy,Indonesia,2006,179.86713472771578,Mtep
total-energy,Indonesia,2007,188.20866738756894,Mtep
total-energy,Indonesia,2008,202.53926148835473,Mtep
total-energy,Indonesia,2009,210.6126734172838,Mtep
total-energy,Indonesia,2010,201.09732827900578,Mtep
total-energy,Indonesia,2011,216.9112823746701,Mtep
total-energy,Indonesia,2012,219.75814411191675,Mtep
total-energy,Indonesia,2013,191.56348072504093,Mtep
total-energy,Indonesia,2014,194.77147241321606,Mtep
total-energy,Indonesia,2015,205.5454928610939,Mtep
total-energy,Indonesia,2016,220.03846646959053,Mtep
total-energy,Indonesia,2017,214.5071907904979,Mtep
total-energy,Indonesia,2018,245.8172046798519,Mtep
total-energy,Indonesia,2019,269.51834884754413,Mtep
total-energy,Indonesia,2020,248.67559561687963,Mtep
total-energy,Indonesia,2021,246.71442764075684,Mtep
total-energy,Indonesia,2022,297.85543190876865,Mtep
total-energy,Indonesia,2023,305.3906680339356,Mtep
total-energy,Indonesia,2024,323.9484890261029,Mtep
total-energy,Iran,1990,67.8120399191327,Mtep
total-energy,Iran,1991,73.05558136458069,Mtep
total-energy,Iran,1992,76.01822727391514,Mtep
total-energy,Iran,1993,82.13429825942198,Mtep
total-energy,Iran,1994,90.62482765808305,Mtep
total-energy,Iran,1995,93.55924467034178,Mtep
total-energy,Iran,1996,95.65920938293041,Mtep
total-energy,Iran,1997,94.10758050119398,Mtep
total-energy,Iran,1998,108.09374720697913,Mtep
total-energy,Iran,1999,132.75013378166332,Mtep
total-energy,Iran,2000,129.7986809461984,Mtep
total-energy,Iran,2001,138.37059394251284,Mtep
total-energy,Iran,2002,142.5379055386497,Mtep
total-energy,Iran,2003,147.45983929611748,Mtep
total-energy,Iran,2004,161.0461971499651,Mtep
total-energy,Iran,2005,173.5030535772287,Mtep
total-energy,Iran,2006,187.64974424760166,Mtep
total-energy,Iran,2007,192.05159956486207,Mtep
total-energy,Iran,2008,198.0674076555904,Mtep
total-energy,Iran,2009,203.93638675237537,Mtep
total-energy,Iran,2010,206.05226364275683,Mtep
total-energy,Iran,2011,210.16969793668915,Mtep
total-energy,Iran,2012,218.29056412785764,Mtep
total-energy,Iran,2013,222.02136539205338,Mtep
total-energy,Iran,2014,240.78248504205652,Mtep
total-energy,Iran,2015,240.83125908056454,Mtep
total-energy,Iran,2016,246.57282703755007,Mtep
total-energy,Iran,2017,265.22685026320863,Mtep
total-energy,Iran,2018,252.75409569126467,Mtep
total-energy,Iran,2019,279.5117818039725,Mtep
total-energy,Iran,2020,287.27768626687424,Mtep
total-energy,Iran,2021,297.12227065395257,Mtep
total-energy,Iran,2022,294.5259199836406,Mtep
total-energy,Iran,2023,297.61744372342207,Mtep
total-energy,Iran,2024,312.9077621999722,Mtep
total-energy,Italy,1990,146.48243036510758,Mtep
total-energy,Italy,1991,150.1770994622835,Mtep
total-energy,Italy,1992,149.14699204761263,Mtep
total-energy,Italy,1993,148.42696619638932,Mtep
total-energy,Italy,1994,146.5780063069673,Mtep
total-energy,Italy,1995,159.17499158525447,Mtep
total-energy,Italy,1996,159.03452668539268,Mtep
total-energy,Italy,1997,161.32447120530819,Mtep
total-energy,Italy,1998,165.8452890645946,Mtep
total-energy,Italy,1999,168.39274735559752,Mtep
total-energy,Italy,2000,171.60598084460904,Mtep
total-energy,Italy,2001,172.18534691089397,Mtep
total-energy,Italy,2002,173.38771531906195,Mtep
total-energy,Italy,2003,181.6950731723732,Mtep
total-energy,Italy,2004,182.9688141328956,Mtep
total-energy,Italy,2005,186.4713710880696,Mtep
total-energy,Italy,2006,184.76421829145357,Mtep
total-energy,Italy,2007,184.1665418470184,Mtep
total-energy,Italy,2008,181.73404727923224,Mtep
total-energy,Italy,2009,169.67317788478056,Mtep
total-energy,Italy,2010,173.79162980165177,Mtep
total-energy,Italy,2011,168.02606605690028,Mtep
total-energy,Italy,2012,161.39018771995987,Mtep
total-energy,Italy,2013,155.4416215223711,Mtep
total-energy,Italy,2014,146.8102450466226,Mtep
total-energy,Italy,2015,152.59568815120355,Mtep
total-energy,Italy,2016,151.02317721936578,Mtep
total-energy,Italy,2017,153.4874645948582,Mtep
total-energy,Italy,2018,150.6293118999271,Mtep
total-energy,Italy,2019,149.04410292657948,Mtep
total-energy,Italy,2020,137.73122150967905,Mtep
total-energy,Italy,2021,149.99213170032817,Mtep
total-energy,Italy,2022,142.68329258665054,Mtep
total-energy,Italy,2023,136.48118813854347,Mtep
total-energy,Italy,2024,133.7641075477991,Mtep
total-energy,Japan,1990,438.20492359516624,Mtep
total-energy,Japan,1991,444.1089530598928,Mtep
total-energy,Japan,1992,455.224296870273,Mtep
total-energy,Japan,1993,458.51980142712324,Mtep
total-energy,Japan,1994,483.8850754243879,Mtep
total-energy,Japan,1995,497.5260539601167,Mtep
total-energy,Japan,1996,508.16755012147087,Mtep
total-energy,Japan,1997,513.5514647082069,Mtep
total-energy,Japan,1998,504.45092510797383,Mtep
total-energy,Japan,1999,513.4919899227184,Mtep
total-energy,Japan,2000,523.4379789549937,Mtep
total-energy,Japan,2001,515.0115463931124,Mtep
total-energy,Japan,2002,516.7342352842002,Mtep
total-energy,Japan,2003,513.6039389228753,Mtep
total-energy,Japan,2004,530.7070904374807,Mtep
total-energy,Japan,2005,529.8514753250527,Mtep
total-energy,Japan,2006,528.6976299167316,Mtep
total-energy,Japan,2007,523.5584811878686,Mtep
total-energy,Japan,2008,504.7105114086629,Mtep
total-energy,Japan,2009,483.3797570036395,Mtep
total-energy,Japan,2010,508.57432938792294,Mtep
total-energy,Japan,2011,470.7861753793254,Mtep
total-energy,Japan,2012,460.40707655634725,Mtep
total-energy,Japan,2013,462.10298467275874,Mtep
total-energy,Japan,2014,447.098812839412,Mtep
total-energy,Japan,2015,441.37199288459027,Mtep
total-energy,Japan,2016,438.1709031536653,Mtep
total-energy,Japan,2017,441.37673662944314,Mtep
total-energy,Japan,2018,435.069163959821,Mtep
total-energy,Japan,2019,425.0534165386332,Mtep
total-energy,Japan,2020,396.2265526523361,Mtep
total-energy,Japan,2021,412.82566885168,Mtep
total-energy,Japan,2022,403.8375056969459,Mtep
total-energy,Japan,2023,390.6135180266689,Mtep
total-energy,Japan,2024,385.7156111626419,Mtep
total-energy,Kazakhstan,1990,73.39954945366925,Mtep
total-energy,Kazakhstan,1991,74.98360691527478,Mtep
total-energy,Kazakhstan,1992,81.9578005118629,Mtep
total-energy,Kazakhstan,1993,66.37520059420882,Mtep
total-energy,Kazakhstan,1994,60.30637183556836,Mtep
total-energy,Kazakhstan,1995,51.45808133992009,Mtep
total-energy,Kazakhstan,1996,43.0757063581885,Mtep
total-energy,Kazakhstan,1997,39.51421642386695,Mtep
total-energy,Kazakhstan,1998,38.57205703967268,Mtep
total-energy,Kazakhstan,1999,34.85180306391707,Mtep
total-energy,Kazakhstan,2000,36.14622168762066,Mtep
total-energy,Kazakhstan,2001,40.31560125475618,Mtep
total-energy,Kazakhstan,2002,40.85989675782867,Mtep
total-energy,Kazakhstan,2003,43.23782140942921,Mtep
total-energy,Kazakhstan,2004,52.07302101118293,Mtep
total-energy,Kazakhstan,2005,54.28010148307537,Mtep
total-energy,Kazakhstan,2006,58.752979382527265,Mtep
total-energy,Kazakhstan,2007,69.23154703946874,Mtep
total-energy,Kazakhstan,2008,72.05882024420558,Mtep
total-energy,Kazakhstan,2009,65.83898182879685,Mtep
total-energy,Kazakhstan,2010,77.41668968903905,Mtep
total-energy,Kazakhstan,2011,80.67254967799992,Mtep
total-energy,Kazakhstan,2012,74.38094214371657,Mtep
total-energy,Kazakhstan,2013,76.8817829444005,Mtep
total-energy,Kazakhstan,2014,60.4137433097401,Mtep
total-energy,Kazakhstan,2015,58.90161022623709,Mtep
total-energy,Kazakhstan,2016,65.55003388444689,Mtep
total-energy,Kazakhstan,2017,68.09322176013085,Mtep
total-energy,Kazakhstan,2018,71.65761066928339,Mtep
total-energy,Kazakhstan,2019,72.78099791342699,Mtep
total-energy,Kazakhstan,2020,67.02014601645838,Mtep
total-energy,Kazakhstan,2021,70.05704747462539,Mtep
total-energy,Kazakhstan,2022,69.25028721822095,Mtep
total-energy,Kazakhstan,2023,73.02645988091734,Mtep
total-energy,Kazakhstan,2024,72.22862071470495,Mtep
total-energy,Kuwait,1990,14.008281165896506,Mtep
total-energy,Kuwait,1991,5.365732316934642,Mtep
total-energy,Kuwait,1992,11.168120527400353,Mtep
total-energy,Kuwait,1993,18.503931381039553,Mtep
total-energy,Kuwait,1994,20.56300021418076,Mtep
total-energy,Kuwait,1995,20.88889253511934,Mtep
total-energy,Kuwait,1996,19.36009672473471,Mtep
total-energy,Kuwait,1997,20.929990587427106,Mtep
total-energy,Kuwait,1998,19.761942453710212,Mtep
total-energy,Kuwait,1999,20.530602787023675,Mtep
total-energy,Kuwait,2000,20.503374587736356,Mtep
total-energy,Kuwait,2001,21.933993279376125,Mtep
total-energy,Kuwait,2002,21.934479690742602,Mtep
total-energy,Kuwait,2003,23.614448443872764,Mtep
total-energy,Kuwait,2004,25.030826912353355,Mtep
total-energy,Kuwait,2005,28.000843358387108,Mtep
total-energy,Kuwait,2006,27.627753195994757,Mtep
total-energy,Kuwait,2007,28.205080360405248,Mtep
total-energy,Kuwait,2008,30.591831711986856,Mtep
total-energy,Kuwait,2009,31.947535722303225,Mtep
total-energy,Kuwait,2010,32.90809651211982,Mtep
total-energy,Kuwait,2011,32.52627128495389,Mtep
total-energy,Kuwait,2012,38.083266953246,Mtep
total-energy,Kuwait,2013,30.54886465787541,Mtep
total-energy,Kuwait,2014,27.7638215030526,Mtep
total-energy,Kuwait,2015,34.71060190889405,Mtep
total-energy,Kuwait,2016,39.97173204377273,Mtep
total-energy,Kuwait,2017,38.38722040019314,Mtep
total-energy,Kuwait,2018,39.25169803159188,Mtep
total-energy,Kuwait,2019,40.31816214631878,Mtep
total-energy,Kuwait,2020,36.74594935217629,Mtep
total-energy,Kuwait,2021,36.376599772262445,Mtep
total-energy,Kuwait,2022,40.806707235030814,Mtep
total-energy,Kuwait,2023,42.58207010909522,Mtep
total-energy,Kuwait,2024,43.11315661533097,Mtep
total-energy,Malaysia,1990,17.852777113258384,Mtep
total-energy,Malaysia,1991,22.257409819948617,Mtep
total-energy,Malaysia,1992,24.79809879973689,Mtep
total-energy,Malaysia,1993,29.6759947476122,Mtep
total-energy,Malaysia,1994,30.99755897503577,Mtep
total-energy,Malaysia,1995,40.71601840223085,Mtep
total-energy,Malaysia,1996,39.33933177544018,Mtep
total-energy,Malaysia,1997,43.47444364465281,Mtep
total-energy,Malaysia,1998,40.671035780306376,Mtep
total-energy,Malaysia,1999,42.86565270886864,Mtep
total-energy,Malaysia,2000,47.832769425160386,Mtep
total-energy,Malaysia,2001,51.610843815830954,Mtep
total-energy,Malaysia,2002,52.685034163737015,Mtep
total-energy,Malaysia,2003,61.29108687753311,Mtep
total-energy,Malaysia,2004,66.35107590825487,Mtep
total-energy,Malaysia,2005,66.95434779328502,Mtep
total-energy,Malaysia,2006,66.69153119924154,Mtep
total-energy,Malaysia,2007,68.66959431012478,Mtep
total-energy,Malaysia,2008,71.56337708651259,Mtep
total-energy,Malaysia,2009,69.74501349605657,Mtep
total-energy,Malaysia,2010,71.55749445966136,Mtep
total-energy,Malaysia,2011,73.92602401843234,Mtep
total-energy,Malaysia,2012,75.94848299606394,Mtep
total-energy,Malaysia,2013,85.9156853663572,Mtep
total-energy,Malaysia,2014,86.97654743645906,Mtep
total-energy,Malaysia,2015,82.57219977514946,Mtep
total-energy,Malaysia,2016,81.97880687354557,Mtep
total-energy,Malaysia,2017,83.89557921403575,Mtep
total-energy,Malaysia,2018,91.85075000866347,Mtep
total-energy,Malaysia,2019,98.2707061172004,Mtep
total-energy,Malaysia,2020,90.46753079587654,Mtep
total-energy,Malaysia,2021,96.12296858546287,Mtep
total-energy,Malaysia,2022,100.13537221881198,Mtep
total-energy,Malaysia,2023,98.4531618099979,Mtep
total-energy,Malaysia,2024,100.79757009417872,Mtep
total-energy,Mexico,1990,125.2128445354979,Mtep
total-energy,Mexico,1991,130.97953337756326,Mtep
total-energy,Mexico,1992,132.4373979119717,Mtep
total-energy,Mexico,1993,135.6242030092697,Mtep
total-energy,Mexico,1994,139.02904675709564,Mtep
total-energy,Mexico,1995,133.95380109584335,Mtep
total-energy,Mexico,1996,136.8739636253259,Mtep
total-energy,Mexico,1997,142.47560875234157,Mtep
total-energy,Mexico,1998,149.25342349498834,Mtep
total-energy,Mexico,1999,151.7311482259652,Mtep
total-energy,Mexico,2000,153.8553518504464,Mtep
total-energy,Mexico,2001,158.2532393964555,Mtep
total-energy,Mexico,2002,158.34329188505728,Mtep
total-energy,Mexico,2003,169.1300948979045,Mtep
total-energy,Mexico,2004,171.32952549129695,Mtep
total-energy,Mexico,2005,179.86086114905893,Mtep
total-energy,Mexico,2006,183.59107773873953,Mtep
total-energy,Mexico,2007,183.25866097610339,Mtep
total-energy,Mexico,2008,182.12313527786287,Mtep
total-energy,Mexico,2009,177.84740356199765,Mtep
total-energy,Mexico,2010,177.6242510420852,Mtep
total-energy,Mexico,2011,185.74214851895488,Mtep
total-energy,Mexico,2012,190.41729735406307,Mtep
total-energy,Mexico,2013,191.1206849024441,Mtep
total-energy,Mexico,2014,187.70590271136723,Mtep
total-energy,Mexico,2015,186.21602573052763,Mtep
total-energy,Mexico,2016,185.95519632706754,Mtep
total-energy,Mexico,2017,181.81998297673042,Mtep
total-energy,Mexico,2018,186.61463796223177,Mtep
total-energy,Mexico,2019,185.4111358930112,Mtep
total-energy,Mexico,2020,173.17132999606886,Mtep
total-energy,Mexico,2021,180.0498761250287,Mtep
total-energy,Mexico,2022,184.22465243455568,Mtep
total-energy,Mexico,2023,187.03778604268263,Mtep
total-energy,Mexico,2024,186.25670890513436,Mtep
total-energy,Netherlands,1990,67.1980271548535,Mtep
total-energy,Netherlands,1991,69.71454545162074,Mtep
total-energy,Netherlands,1992,69.01093965555893,Mtep
total-energy,Netherlands,1993,70.5811341124097,Mtep
total-energy,Netherlands,1994,70.93793450868822,Mtep
total-energy,Netherlands,1995,73.08519843599748,Mtep
total-energy,Netherlands,1996,76.73194720663462,Mtep
total-energy,Netherlands,1997,74.61120868773125,Mtep
total-energy,Netherlands,1998,75.10946370702428,Mtep
total-energy,Netherlands,1999,73.97464567238437,Mtep
total-energy,Netherlands,2000,74.70662533494038,Mtep
total-energy,Netherlands,2001,76.72632013751361,Mtep
total-energy,Netherlands,2002,77.48809548212125,Mtep
total-energy,Netherlands,2003,80.39112041236726,Mtep
total-energy,Netherlands,2004,81.08882780959175,Mtep
total-energy,Netherlands,2005,79.82013886960631,Mtep
total-energy,Netherlands,2006,79.08673863884152,Mtep
total-energy,Netherlands,2007,78.7542682801927,Mtep
total-energy,Netherlands,2008,78.13524831180601,Mtep
total-energy,Netherlands,2009,76.92936061433402,Mtep
total-energy,Netherlands,2010,82.45575909665976,Mtep
total-energy,Netherlands,2011,76.74214875841838,Mtep
total-energy,Netherlands,2012,76.9305314630045,Mtep
total-energy,Netherlands,2013,75.37822704642188,Mtep
total-energy,Netherlands,2014,70.92353438431121,Mtep
total-energy,Netherlands,2015,72.5291507270679,Mtep
total-energy,Netherlands,2016,74.06580930961837,Mtep
total-energy,Netherlands,2017,75.32938525321278,Mtep
total-energy,Netherlands,2018,73.77401746467659,Mtep
total-energy,Netherlands,2019,71.85001050184634,Mtep
total-energy,Netherlands,2020,69.49818247044473,Mtep
total-energy,Netherlands,2021,71.68961932502745,Mtep
total-energy,Netherlands,2022,64.454083162968,Mtep
total-energy,Netherlands,2023,61.42776600510516,Mtep
total-energy,Netherlands,2024,61.23586641887274,Mtep
total-energy,New Zealand,1990,13.585605458428777,Mtep
total-energy,New Zealand,1991,13.758577485294193,Mtep
total-energy,New Zealand,1992,14.209515743765916,Mtep
total-energy,New Zealand,1993,14.889799398212075,Mtep
total-energy,New Zealand,1994,14.89718468810076,Mtep
total-energy,New Zealand,1995,14.946678282032673,Mtep
total-energy,New Zealand,1996,15.382960157769006,Mtep
total-energy,New Zealand,1997,15.821498743168931,Mtep
total-energy,New Zealand,1998,15.55319616377848,Mtep
total-energy,New Zealand,1999,16.60282491443914,Mtep
total-energy,New Zealand,2000,17.132764309126305,Mtep
total-energy,New Zealand,2001,17.12410261194969,Mtep
total-energy,New Zealand,2002,17.06655351693854,Mtep
total-energy,New Zealand,2003,16.808966364666528,Mtep
total-energy,New Zealand,2004,17.211445793831285,Mtep
total-energy,New Zealand,2005,16.8249653328832,Mtep
total-energy,New Zealand,2006,16.823989199217124,Mtep
total-energy,New Zealand,2007,17.113109742810803,Mtep
total-energy,New Zealand,2008,17.345929699882653,Mtep
total-energy,New Zealand,2009,17.41471630630961,Mtep
total-energy,New Zealand,2010,18.01696185186861,Mtep
total-energy,New Zealand,2011,18.064150118724424,Mtep
total-energy,New Zealand,2012,18.89664013409995,Mtep
total-energy,New Zealand,2013,19.18713942725769,Mtep
total-energy,New Zealand,2014,20.27931960558285,Mtep
total-energy,New Zealand,2015,20.394710395528822,Mtep
total-energy,New Zealand,2016,20.174442233306213,Mtep
total-energy,New Zealand,2017,20.274343106293113,Mtep
total-energy,New Zealand,2018,20.6135012936629,Mtep
total-energy,New Zealand,2019,20.81046665410272,Mtep
total-energy,New Zealand,2020,19.66670224520061,Mtep
total-energy,New Zealand,2021,19.960674987969668,Mtep
total-energy,New Zealand,2022,18.803995678036067,Mtep
total-energy,New Zealand,2023,21.198025294488193,Mtep
total-energy,New Zealand,2024,21.260382054318566,Mtep
