country,year,co2-emissions,coal-lignite,electricity,natural-gas,oil-products,renewables,renewables-wind-solar,total-energy
Belgium,2017,-0.28967716701509855,-0.14407378136988372,-0.12663617417372766,-0.15144903047645697,-0.057836820900982217,0.14048853107898052,2.4176673393038572,-0.1487660279509127
Belgium,2018,-0.2872509519570221,-0.14408715241806166,-0.12436521134240348,-0.13901740161796866,-0.055502583626879536,0.30454328068392594,3.2838178459249527,-0.1626469942670185
Belgium,2019,-0.28873464972579344,-0.14411129605868406,-0.1284228167406004,-0.13536173428562084,-0.07299262209033634,0.2167657752240347,3.209727634066708,-0.15140231930433437
Belgium,2020,-0.308939304714897,-0.15854098003279454,-0.14066832476511784,-0.1382781479803316,-0.09981935159868462,0.4143427278549448,3.9260152644607227,-0.1809283453731052
Belgium,2021,-0.2988457282551754,-0.15320686625595042,-0.13268842586900917,-0.1366104579663069,-0.07986342120163159,0.28043187068292375,3.7748525254628156,-0.14490011567036293
Belgium,2022,-0.31704137656998893,-0.15133537973782155,-0.1491842164312882,-0.20341880821024932,-0.09780916251991997,0.3967192690989207,3.9260152644607227,-0.17879094746064686
Belgium,2023,-0.32554392535832766,-0.15893203065906183,-0.15872523806046082,-0.22574389358251123,-0.09932153796155022,0.6561314168361256,3.9260152644607227,-0.20089163405762334
Belgium,2024,-0.32769285863108455,-0.15477511618935968,-0.14970613428269888,-0.23847207331261905,-0.09067697549375071,0.7203859447562566,3.9260152644607227,-0.1981596150964662
Brazil,1990,0.04546757793097682,0.008004922549134543,0.45020546318359866,-0.4747492545377553,0.531975766547769,2.755470813171642,-0.07425381783133841,0.4782735661197141
Brazil,1991,0.0808662169878353,0.04156833096895424,0.4835517454059916,-0.4749907940141901,0.5465282045773145,2.7598313406817545,-0.07425381783133841,0.5019451027341197
Brazil,1992,0.08936680418033674,0.03165479787247434,0.505543213471764,-0.467767177803542,0.5745716340965002,2.752640928005617,-0.07425381783133841,0.5126909225632219
Brazil,1993,0.11308716078099165,0.03360169897004093,0.5528892414938931,-0.4588668140658254,0.6099126880039831,2.766425691869369,-0.07425381783133841,0.5408002900003573
Brazil,1994,0.14475391960909573,0.04453899950539124,0.5921296925766064,-0.45567983486286706,0.668801155938426,2.764836619676925,-0.07425381783133841,0.6021527194118248
